Cryptography;128;Merkle-Signatur;de_DE;Pseudo-Code;Nikolaus Korfhage;generators.cryptography.Merkle
Cryptography;128;Output Feedback Mode (OFB);en_US;Pseudo-Code;Christian Feier, Yannick Drost;generators.cryptography.OFBGenerator
Cryptography;128;One-Time Pad;de_DE;Pseudo-Code;Mateusz Umstädter, Aidin Dinkhah, Jakub Pilarski;generators.cryptography.onetimepad.OneTimePadString
Cryptography;128;Playfair;de_DE;Pseudo-Code;Daniel Tanneberg, Nadine Tr&uuml;schler;generators.cryptography.Playfair
Cryptography;128;Polybios;de_DE;Pseudo-Code;Rene Schubert, Andre Schubert;generators.cryptography.Polybios
Cryptography;128;RSA;de_DE;Java;Nkepseu Tchassep Soule, Ibrahim Alyahya;generators.cryptography.rsa.RSA_XML
Cryptography;128;ADFGX-Verschlüsselung;de_DE;Java;Taylan Özden, Jonas Dopf;generators.cryptography.ADFGXgenerator
Cryptography;128;Cipher Block Chaining Mode (CBC);de_DE;Pseudo-Code;Stephan Cornelius Arndt, Felix Gündling;generators.cryptography.CBCDecrypt
Cryptography;128;Cipher Block Chaining Mode (CBC);de_DE;Pseudo-Code;Stephan Cornelius Arndt, Felix Gündling;generators.cryptography.CBCEncrypt
Cryptography;128;Counter Mode;en_US;Pseudo-Code;Andreas Pesak, Rolf Egert;generators.cryptography.CtrGenerator
Cryptography;128;Electronic Codebook Mode (ECB);en_US;Pseudo-Code;Ahmet Erguen, Niklas Bunzel;generators.cryptography.ECBGenerator
Maths;512;Erweiterter Euklidischer Algorithmus;de_DE;Java;Florian Schmidt, Katja Rabea Sonnenschein;generators.cryptography.ErweiterterEuklidischerAlgorithmus
Cryptography;128;Needham-Schroeder;de_DE;Pseudo-Code;Florian Oswald;generators.cryptography.NeedhamSchroederAsym
Cryptography;128;Needham-Schroeder;de_DE;Pseudo-Code;Florian Oswald;generators.cryptography.NeedhamSchroederSym
Cryptography;128;Output Feedback Mode (OFB);en_US;Pseudo-Code;Fabian Möller, Matthias Mettel;generators.cryptography.OFBBlockChiffre
Cryptography;128;Mono-alphabetic Substitution Cipher;en_US;Pseudo-Code;Dominik Bollmann, Sogol Mazaheri;generators.cryptography.SubstitutionGenerator
Cryptography;128;Caesar Cipher;de_DE;Java;Galin Bobev, Mir-Misagh Zayyeni;generators.cryptography.caesarcipher.Caesar_Chiffre
Cryptography;128;Advanced Encryption Standard (AES);en_US;Pseudo-Code;Lukas Strassel, Stefan Wegener;generators.cryptography.Adder
Cryptography;128;AddRoundKey;en_US;Java;Stefan Kaesdorf, Marco Drebing;generators.cryptography.AddRoundKeyGenerator
Cryptography;128;Advanced Encryption Standard (AES);de_DE;Pseudo-Code;Bernd Conrad, Sandra Amend;generators.cryptography.AES
Cryptography;128;Atbasch;de_DE;Java;Nicolas Kolb, Marco Br&auml;uning;generators.cryptography.Atbasch
Cryptography;128;Babystep-Giantstep;de_DE;Pseudo-Code;Daniel Lehmann, Ji-Ung Lee;generators.cryptography.BabystepGiantstepGenerator
Cryptography;128;Data Encryption Standard (DES);de_DE;Pseudo-Code;Andre Daube, Kokilan Kanesalingam;generators.cryptography.des.DESGenDE
Cryptography;128;Data Encryption Standard (DES);en_US;Pseudo-Code;Andre Daube, Kokilan Kanesalingam;generators.cryptography.des.DESGenEN
Cryptography;128;ElGamal;de_DE;Java;Emre Cakmak, Franklin Labang;generators.cryptography.elgamal.ElGamalVerfahren
Cryptography;128;Advanced Encryption Standard (AES);de_DE;Pseudo-Code;Bernd Conrad, Sandra Amend;generators.cryptography.KeyExpansion
Cryptography;128;MixColumns;en_US;Pseudo-Code;Stefan Kaesdorf, Marco Drebing;generators.cryptography.MixColumnsGenerator
Cryptography;128;Advanced Encryption Standard (AES);en_US;Pseudo-Code;Lukas Strassel, Stefan Wegener;generators.cryptography.Multpl
Cryptography;128;Rabin Kryptosystem;de_DE;Pseudo-Code;Emre Cakmak, Franklin Labang;generators.cryptography.RabinKryptosystem
Cryptography;128;ShiftRows;en_US;Java;Stefan Kaesdorf, Marco Drebing;generators.cryptography.ShiftRowsGenerator
Cryptography;128;Advanced Encryption Standard (AES);de_DE;Pseudo-Code;Bernd Conrad, Sandra Amend;generators.cryptography.SubBytes
Cryptography;128;Feistel-Chiffre;de;Pseudo-Code;Moritz Kulessa;generators.cryptography.feistel.FeistelChiffre
Cryptography;128;CFB Decryption;de;Pseudo-Code;Tien Truong Nguyen;generators.cryptography.CFB_Generator
Cryptography;128;OFB Decryption;de;Pseudo-Code;Tien Truong Nguyen;generators.cryptography.OFB_Generator
Cryptography;128;Data Encryption Standard (DES);de_DE;Pseudo-Code;Andre Daube, Kokilan Kanesalingam;generators.cryptography.des.DESGenDE
Cryptography;128;Data Encryption Standard (DES);en_US;Pseudo-Code;Andre Daube, Kokilan Kanesalingam;generators.cryptography.des.DESGenEN
Maths;512;Vigenère Cipher;en_US;Pseudo-Code;Artur Seitz, Darjush Siahdohoni;generators.cryptography.Vigenere
Maths;512;Vigenère-Chiffre;de_DE;Pseudo-Code;Artur Seitz, Darjush Siahdohoni;generators.cryptography.Vigenere
Cryptography;128;Rot47;de;Java;Denis Türkpencesi;generators.cryptography.Rot47
Cryptography;128;ARC4 (Alleged RC4);en;Pseudo-Code;David Becker;generators.cryptography.ARC4
Cryptography;128;BB84;de;Pseudo-Code;Vincent Riesop und Nils Mäser;generators.cryptography.BB84
Cryptography;128;Blowfish Decryption Generator ;de;Pseudo-Code;Dani El-Soufi , Deniz Can Franz Ertan;generators.cryptography.blowfish.BlowfishDecryptionGenerator
Cryptography;128;Blowfish Encryption Generator ;de;Pseudo-Code;Dani El-Soufi, Deniz Can Franz Ertan;generators.cryptography.blowfish.BlowfishEncryptionGenerator
Cryptography;128;HMAC;en;Java;Dominik Rieder, Nicolas Schickert;generators.cryptography.MACAlgo
Cryptography;128;Morse Decode;de_DE;Java;Felix Heller & Hendrik Jöntgen;generators.cryptography.MorseCode
Cryptography;128;Shamir's Secret Sharing;de;Pseudo-Code;Simon Schmidt;generators.cryptography.SecretSharingGenerator
Cryptography;128;Treyfer;en;Java;Soundes Marzougui;generators.cryptography.Treyfer
Cryptography;128;TEA;en;Java;Soundes Marzougui;generators.cryptography.TEA
Cryptography;128;Bitketten One-Time Pad;de;Java;Daniel Friesen,Jens Abels;generators.cryptography.BitkettenOTP
Cryptography;128;Hill-Chiffre;de_DE;Pseudo-Code;Phillip Schneider, Zi Wang;generators.cryptography.HillChiffre
Cryptography;128;Hill cipher;en_US;Pseudo-Code;Phillip Schneider, Zi Wang;generators.cryptography.HillChiffre
Cryptography;128;Variably Modified Permutation Composition Stream Cipher;en;Java;Philipp Geiger;generators.cryptography.VMPCGenerator
DataStructures;16;Binary Space Partitioning;en_US;Pseudo-Code;Martin Tschirsich, Tjark Vandommele;generators.datastructures.BinarySpacePartitioning
DataStructures;16;The Fault Algorithm;en_US;Java;Daniel Thul, René Röpke;generators.datastructures.TheFaultAlgorithmGenerator
DataStructures;16;Linked List;de;Java;Ferdinand Pyttel, Michael Ries, Florian Platzer;generators.datastructures.LinkedListGenerator
DataStructures;16;Doubly Linked List;de;Java;Ferdinand Pyttel, Michael Ries, Florian Platzer;generators.datastructures.DoublyLinkedListGenerator
DataStructures;16;Ring Buffer;de;Java;Ferdinand Pyttel, Michael Ries, Florian Platzer;generators.datastructures.RingBufferGenerator
More;1073741824;DoublyLinkedList;de_DE;Java;Uwe Breidenbach <hi01ebub@rbg.informatik.tu-darmstadt.de>;generators.datastructures.DoublyLinkedList2
More;1073741824;DoublyLinkedList;en_US;Java;Uwe Breidenbach <hi01ebub@rbg.informatik.tu-darmstadt.de>;generators.datastructures.DoublyLinkedList2
DataStructures;16;Traversieren, Element hinzuf�gen und l�schen;de;Java;Sascha Zenglein,Julian Schwind;generators.datastructures.NewLinkedList
DataStructures;16;IEEE 754;en_US;Pseudo-Code;Lutz Langhorst;generators.datastructures.IEEE754
DataStructures;16;IEEE 754;de_DE;Pseudo-Code;Lutz Langhorst;generators.datastructures.IEEE754
DataStructures;16;Bloom-Filter;en_US;Java;Sandra Sch�fer, Jonas Schatz;generators.datastructures.BloomFilterGenerator
DataStructures;16;Bloom-Filter;de_DE;Java;Sandra Sch�fer, Jonas Schatz;generators.datastructures.BloomFilterGenerator
DataStructures;16;Dial-Implementierung;de;Pseudo-Code;Stefan Thaut, Benedikt Lins;generators.datastructures.dial_implementation_generator
DataStructures;16;Wavlet Tree;en_US;Java;Ilhan Simsiki, Christof Bienkowski;generators.datastructures.Wavelet
DataStructures;16;Wavlet Tree;de_DE;Java;Ilhan Simsiki, Christof Bienkowski;generators.datastructures.Wavelet
DataStructures;16;Potential Field;de_DE;Pseudo-Code;Jasper Suess;generators.datastructures.PotentialField
DataStructures;16;Potential Field;en_US;Pseudo-Code;Jasper Suess;generators.datastructures.PotentialField
DataStructures;16;Skip List Insertion;de_DE;Pseudo-Code;Dorian Arnouts, Alexander Peerdeman;generators.datastructures.SkipListInsertion
DataStructures;16;Skip List Insertion;en_US;Pseudo-Code;Dorian Arnouts, Alexander Peerdeman;generators.datastructures.SkipListInsertion
Graph;8;Ring Leader Election;de_DE;Pseudo-Code;Dominik Fischer;generators.graph.AnnotatedRingGenerator
Graph;8;Bellman-Ford Algorithm;en_US;Pseudo-Code;David Marx;generators.graph.bellmanford.BellmanFord
Graph;8;Kruskal;en_US;Pseudo-Code;David Marx;generators.graph.kruskal.Kruskal
Graph;8;Prim;en_US;Java;Stephan Arneth;generators.graph.prim.MyPrim
Graph;8;Finding the Longest Path on a Tree;en_US;Java;Quoc Hien Dang, Thanh Tung Dang;generators.graph.FinalFLP
Graph;8;Ford Fulkerson;en_US;Pseudo-Code;David Kaufmann, Holger Thies;generators.graph.FordFulkerson2
Graph;8;MinMax;de_DE;Pseudo-Code;Barbara Zöller, Malte Paskuda;generators.graph.MinMax
Graph;8;Path Search;en_US;Java;Sheip Darugtev;generators.graph.PathSearch
Graph;8;Prim;de_DE;Pseudo-Code;Irina Smidt, Simon Sprankel;generators.graph.prim.PrimAPIGenerator
Graph;8;Boruvka Algorithmus;de_DE;Pseudo-Code;Ahmed Charfi, Jihed Ouni;generators.graph.boruvka.Boruvka
Graph;8;Breitensuche;de_DE;Java;Thu Huong Luu, Benedikt Hiemenz;generators.graph.breadthfirstsearch.BreadthFirstSearch
Graph;8;DFS;de_DE;Pseudo-Code;Max Kolhagen, Patrick Lowin;generators.graph.depthfirstsearch.DFStraverse
Graph;8;Dijkstra;en_US;Pseudo-Code;Tanya Harizanova, Dimitar Dimitrov;generators.graph.dijkstra.Dijkstra3
Graph;8;Edmonds Algorithm;en_US;Pseudo-Code;Jan Wiesel;generators.graph.EdmondsAlgorithm
Graphics;4096;Kantenlistenalgorithmus;de_DE;Pseudo-Code;Alvar Gamez Zerban, Axel Heimann, Nikos Kombouris;generators.graph.Kantenlistenalgorithmus
Graph;8;Kosaraju's algorithm;en_US;Java;Kai Schwierczek;generators.graph.Kosaraju
Graph;8;Kruskal;de_DE;Pseudo-Code;Simone Baier;generators.graph.kruskal.KruskalAlgoAPIGenerator
Graph;8;Kruskal;de_DE;Java;Florian Schmidt, Katja Rabea Sonnenschein;generators.graph.kruskal.Kruskal2
Graph;8;Nearest Neighbor Algorithm;en_US;Pseudo-Code;Ahmed Charfi, Jihed Ouni;generators.graph.nearestneighbor.NearestNeighborAlgorithm
Graph;8;Tarjan's SCC algorithm;en_US;Java;Kai Schwierczek;generators.graph.Tarjan
Graph;8;Chinese Whispers Graph Clustering;de_DE;Pseudo-Code;Konstantin Ramig;generators.graph.whispers.Whispers
Graph;8;Betweenness Centrality;en_US;Pseudo-Code;Patrick Felka, Baran Denis Özdemir;generators.graph.betweenness.Betweenness
Graph;8;Betweenness Centrality;en_US;Pseudo-Code;Patrick Felka, Baran Denis Özdemir;generators.graph.betweenness.Betweenness
Graph;8;Checking for Bipartition;en_US;Pseudo-Code;Dominik Pfau;generators.graph.bipartite.BipartitionGenerator
Graph;8;Bully Algorithmus;de_DE;Pseudo-Code;Nico Wombacher, Moritz Moxter;generators.graph.bully.BullyGenerator
Graph;8;Dijkstra;de_DE;Pseudo-Code;Do Thanh Tung, Hoang Minh Duc;generators.graph.dijkstra.DijkstraDE
Graph;8;Minimum edge coloring of an even complete graph;en_US;Pseudo-Code;Dominik Pfau;generators.graph.EdgeColoringGenerator
Graph;8;Girvan-Newman;en_US;Pseudo-Code;Baran Denis Özdemir, Patrick Felka;generators.graph.sna.GirvanNewman
Graph;8;Longest path in a DAG;en_US;Pseudo-Code;Christian Hollubetz;generators.graph.longestdagpath.LongestDagPathGenerator
Graph;8;Markov Chain Clustering;en_US;Pseudo-Code;Johannes Simon;generators.graph.MCL
Graph;8;TSP Brute Force;de_DE;Pseudo-Code;Moritz Moxter, Nico Wombacher;generators.graph.tsp.TSP
Graph;8;Warshall;de_DE;Java;Jannik Schildknecht, Sergej Alexeev;generators.graph.warshall.Warshall
Graph;8;Welsh-Powell Algorithm;de_DE;Pseudo-Code;Thomas Hartmann, Wail Shakir;generators.graph.WelshPowell
Graph;8;Bron-Kerbosch;en;Pseudo-Code;Marco Casili, Igor Cherepanov;generators.graph.bronkerbosch.BronKerboschVertexOrdering
Graph;8;Bron-Kerbosch;en;Pseudo-Code;Marco Casili, Igor Cherepanov;generators.graph.bronkerbosch.BronKerboschWithoutPivoting
Graph;8;Bron-Kerbosch;en;Pseudo-Code;Marco Casili, Igor Cherepanov;generators.graph.bronkerbosch.BronKerboschWithPivoting
Graph;8;De Bruijn;en;Java;Nikola Aleksandrov;generators.graph.debruijn.DeBruijn
Graph;8;DeterminierungNDFA;de;Java;Nora Wester;generators.graph.DeterminierungNDFA.DeterminierungNDFADemo
Graph;8;Diamond-Square;de;Pseudo-Code;Felix Mayer, Lulzim Murati;generators.graph.DiamondSquare
Graph;8;Dynamic Source Routing;de;Java;Maurice Wendt, Dominik Gopp;generators.graph.DSR
Graph;8;Lindenmayer;de;Pseudo-Code;Deniz Emre Mohr, Murat Batu;generators.graph.lindenmayer.LindenmayerAPIGenerator
Graph;8;MinimierungDFA;de;Java;Nora Wester;generators.graph.MinimierungDFA.MinimierungDFADemo
Graph;8;Reverse Delete;en;Pseudo-Code;El Fethi Bouabidi,Farouk Haouami;generators.graph.ReverseDelete
Graph;8;Classical Bipartite Matching;de;Pseudo-Code;Markus Lehmann, Martin Müller;generators.graph.ClassicalBipartiteMatching
Graph;8;Classical eulerian cycle algorithm;en;Java;Markus Lehmann, Martin Müller;generators.graph.euleriancyclecode.EulerianCycleCodeGenerator
Graph;8;Perzeptron;de;Pseudo-Code;Oemer M. Ayar;generators.graph.Perzeptron
Graph;8;Gozinto-Listen-Verfahren;de;Pseudo-Code;Timm Lampa,Najim Azizi;generators.graph.GozintoGenerator
Graph;8;Fleury;de;Java;Denis Tuerkpencesi;generators.graph.Fleury
Graph;8;Push-Relabel-Algorithmus;de;Pseudo-Code;Steffen Frank Schmidt;generators.graph.PushRelabelGenerator
Graph;8;PageRank;de;Pseudo-Code;Jan Ulrich Schmitt, Dennis Juckwer;generators.graph.PageRank
Graph;8;Hot Potato Routing;de;Java;Jessey Widhalm, Kevin Trometer;generators.graph.HotPotatoRouting
Graph;8;Kruskal Maze Generation;en;Java;Philipp Malkmus;generators.graph.MazeKruskal
Graph;8;Karger's algorithm for Minimum Cut, by David Karger, published in 1993;en_US;Pseudo-Code;Hannah Drews, Yves Geib;generators.graph.KargersAlgorithm
Graph;8;Karger's algorithm for Minimum Cut, by David Karger, published in 1993;de;Pseudo-Code;Hannah Drews, Yves Geib;generators.graph.KargersAlgorithm
Graph;8;Edmonds-Karp;de_DE;Pseudo-Code;Benedikt Lins, Stefan Thaut;generators.graph.EdmondsKarp_generator
Graph;8;Edmonds-Karp;en_US;Pseudo-Code;Benedikt Lins, Stefan Thaut;generators.graph.EdmondsKarp_generator
Graph;8;Farthest Insertion;de;Pseudo-Code;Patricia Heidt;generators.graph.FarthestInsertion
Graph;8;Nearest Insertion;de;Pseudo-Code;Patricia Heidt;generators.graph.NearestInsertion
Graph;8;Routing: Backward Learning;de;Pseudo-Code;Amon Ditzinger, Dirk Schumacher;generators.graph.RoutingBackwardLearning
Graph;8;ACO for TSP;en;Pseudo-Code;Laura Hofmann;generators.graph.ACO
Graph;8;Ahuja-Orlin;en;Pseudo-Code;Amer Shafa, Ahmed Zukic;generators.graph.AhujaOrlin
Graph;8;Dinic;en;Pseudo-Code;Amer Shafa, Ahmed Zukic;generators.graph.Dinic
Graph;8;Force Directed Graph Drawing;en;Pseudo-Code;Timm Welz;generators.graph.ForceDirectedGraphDrawingAPI
Graph;8;Neural Network Backpropagation;de_DE;Pseudo-Code;Alexander Kreusser, Kevin Mayer;generators.graph.BackpropGenerator
Graph;8;Neural Network Backpropagation;en_US;Pseudo-Code;Alexander Kreusser, Kevin Mayer;generators.graph.BackpropGenerator
Graph;8;Beamsearch;de_DE;Java;Kevin Kampa, Marcel Langer;generators.graph.Beamsearch
Graph;8;Beamsearch;en_US;Java;Kevin Kampa, Marcel Langer;generators.graph.Beamsearch
Graph;8;Divisive Clustering (DIANA);de;Pseudo-Code;Aino Schwarte, David Steinmann;generators.graph.DivisiveClustering
Graph;8;Directed Graphical Model;de;Pseudo-Code;Sebastian Jestädt;generators.graph.DirectedGraphicalModel
Graph;8;Neural Network Forward Propagation;de_DE;Pseudo-Code;Alexander Kreusser, Kevin Mayer;generators.graph.ForwardpropGenerator
Graph;8;Neural Network Forward Propagation;en_US;Pseudo-Code;Alexander Kreusser, Kevin Mayer;generators.graph.ForwardpropGenerator
Graph;8;Kahn's Algorithm;en;Pseudo-Code;Niclas Dobbertin and Niklas Adam;generators.graph.kahn.KahnsAlgo
Graph;8;Stable Marriage Problem;en;Pseudo-Code;Aino Schwarte, David Steinmann;generators.graph.StableMarriageProblem
Graph;8;Stable Marriage Problem;en;Pseudo-Code;Aino Schwarte, David Steinmann;generators.graph.StableMarriageProblem
Graph;8;Min-cost flow problem;en;Pseudo-Code;Balint Klement;generators.graph.SuccessiveShortestPaths
Graph;8;Undirected Graphical Model;de;Pseudo-Code;Sebastian Jest�dt;generators.graph.UndirectedGraphicalModel
Graphics;4096;Dilation;en_US;Java;Annika Beißler, Martin Hess, Nando Fuchs;generators.graphics.AnnotatedDilation
Graphics;4096;Bresenham-Algorithmus;de_DE;Pseudo-Code;Dominik Fischer;generators.graphics.Bresenham
Graphics;4096;Flood Fill;en_US;Java;Martin Tschirsich, Tjark Vandommele;generators.graphics.FloodFill
Graphics;4096;Graham Scan;en_US;Pseudo-Code;Carsten Haubold;generators.graphics.GrahamScanGenerator
Graphics;4096;Bilinear Interpolation in Image Processing;en_US;Pseudo-Code;Natalie Faber>, Sascha Weiß;generators.graphics.BilinearInterpolationGenerator
Graphics;4096;Bresenham-Algorithmus;de_DE;Java;Michael Rodenberg;generators.graphics.Bresenham2
Graphics;4096;Jarvis' March;en_US;Pseudo-Code;David Kaufmann, Holger Thies;generators.graphics.JarvisMarch
Graphics;4096;Midpoint Circle Algorithm;en_US;Pseudo-Code;Viktor Kolokolov;generators.graphics.MidpointCircleAlgorithm
Graphics;4096;Z-Buffer;en_US;Pseudo-Code;Dieter Hofmann, Artem Vovk;generators.graphics.ZBufferGenerator2
Graphics;4096;Edge Fill Algorithmus;de_DE;Pseudo-Code;Alvar Gamez Zerban, Axel Heimann, Nikos Kombouris;generators.graphics.EdgeFillAlgo
Graphics;4096;Graham Scan;en_US;Java;Ivaylo Petkov;generators.graphics.GrahamScan
Graphics;4096;Quickhull;de_DE;Pseudo-Code;Philipp Dürr;generators.graphics.Quickhull
Graphics;4096;RamerDouglasPeucker;en_US;Java;Ivaylo Petkov;generators.graphics.RamerDouglasPeucker
Graphics;4096;Box Filter;de_DE;Java;Tobias Otterbein, Florian Reimold;generators.graphics.BoxFilter
Graphics;4096;Gauss Filter;de_DE;Java;Tobias Otterbein, Florian Reimold;generators.graphics.GaussFilter
Graphics;4096;Region Growing;en_US;Java;Lucas Rothamel, Manuel Weiel;generators.graphics.regiongrowing.RegionGrowing
Graphics;4096;Summed Area Tables;de_DE;Pseudo-Code;Roman Uhlig, Michael Rau;generators.graphics.SummedAreaTableGenerator
Graphics;4096;Watershed Algorithm;en_US;Pseudo-Code;Manuel Weiel, Lucas Rothamel;generators.graphics.watershed.Watershed
Graphics;4096;Delaunay-Triangulation;de;Java;Ralf Rurainsky;generators.graphics.Delaunay
Graphics;4096;Voronoi-Diagramm;de;Pseudo-Code;Ralf Rurainsky;generators.graphics.Voronoi
Graphics;4096;Simple Ray Tracing;en;Pseudo-Code;Philipp von Bauer & Constantin Zinke;generators.graphics.simpleraytracing.SimpleRayTracingGenerator
Graphics;4096;Non-maxima suppression;en;Pseudo-Code;Robert Hahn, Max Mehltretter;generators.graphics.NonMaximaSuppression
Graphics;4096;Sobel filter;en;Java;Robert Hahn, Max Mehltretter;generators.graphics.SobelFilter
Graphics;4096;Digital Diferential Analyzer;de;Java;Robert Cibulla, Peter Schauberger;generators.graphics.antialias.DDAGenerator
Graphics;4096;Xiaolin Wu's Line Algorithm;de_DE;Java;Robert Cibulla, Peter Schauberger;generators.graphics.antialias.XiaolinGenerator
Graphics;4096;RangordnungsFilter;de;Java;Gruppe 40: Faris und Khalid;generators.graphics.RangOrdnungsFilter
Graphics;4096;Jittered Grid Sampling;de;Java;Simon Braunstein, Sascha Kunz;generators.graphics.JitteredGridSampling
Graphics;4096;Poisson Disk Sampling;de;Java;Simon Braunstein, Sascha Kunz;generators.graphics.PoissonDiskSampling
Graphics;4096;RGB zu HSL Konvertierung;de_DE;Java;Julien Clauter;generators.graphics.RgbToHsl
Graphics;4096;RGB to HSL Conversion;en_US;Java;Julien Clauter;generators.graphics.RgbToHsl
Graphics;4096;Cohen-Sutherland;en_US;Pseudo-Code;David Steiner,Jens Krüger;generators.graphics.CohenSutherland
Graphics;4096;Cohen-Sutherland;de_DE;Pseudo-Code;David Steiner,Jens Krüger;generators.graphics.CohenSutherland
Graphics;4096;Region Growing;de;Java;Kevin Kocon;generators.graphics.RegionGrowth
Graphics;4096;Scanline;de;Pseudo-Code;Stefan Werner, Malte Limmeroth;generators.graphics.Scanline
